model,term,coef,se,t,p_value
H2_OLS_log1p_cluster_operator,Intercept,1.589851711784676,0.36247109038999975,4.386147623729328,1.1537583274409753e-05
H2_OLS_log1p_cluster_operator,C(county_norm)[T.RIO BLANCO],0.024137468983535994,0.036635445174912955,0.6588556210602494,0.5099884861460598
H2_OLS_log1p_cluster_operator,C(county_norm)[T.WELD],-0.5997862360339563,0.3663531868597979,-1.6371803427589466,0.10159279309533521
H2_OLS_log1p_cluster_operator,C(rurality_3)[T.Suburban],-0.0394331774060812,0.0328808108252722,-1.1992763078632127,0.23042052433768023
H2_OLS_log1p_cluster_operator,C(rurality_3)[T.Urban],-0.07703326284828126,0.024114318219759682,-3.1945030394912384,0.0014007181018297773
H2_OLS_log1p_cluster_operator,C(operator)[T.31 OPERATING],0.8031204289105217,0.3775376367341672,2.1272592472045826,0.03339854881811533
H2_OLS_log1p_cluster_operator,C(operator)[T.4-H OPERATING CORPORATION],0.9897103118791749,0.10241050549104039,9.664148293514302,4.281665151986489e-22
H2_OLS_log1p_cluster_operator,C(operator)[T.8 NORTH LLC],-0.5032488958888806,0.07968897246393822,-6.315163570676189,2.6987587664064143e-10
H2_OLS_log1p_cluster_operator,C(operator)[T.AKA ENERGY GROUP LLC],0.03703472784869649,0.04214698508441294,0.8787040822616967,0.379561744663354
H2_OLS_log1p_cluster_operator,C(operator)[T.ANADARKO DJ GAS PROCESSING LLC],0.40546510810817254,3.6368996775537986e-13,1114864703611.7612,0.0
H2_OLS_log1p_cluster_operator,C(operator)[T.ANADARKO WATTENBERG OIL COMPLEX LLC],-0.051721911256081554,0.03848748462198233,-1.3438631223652457,0.17899265303962963
H2_OLS_log1p_cluster_operator,C(operator)[T.ANSCHUTZ EXPLORATION CORP],-0.5174756004492909,0.3766924410366985,-1.3737350264452926,0.16952395868937176
H2_OLS_log1p_cluster_operator,C(operator)[T.BARGATH LLC],-1.0207058569142586,0.36214015753287654,-2.818538170049796,0.004824287470144947
H2_OLS_log1p_cluster_operator,C(operator)[T.BARRETT CORPORATION* BILL],0.04085197064289625,0.07084088541235661,0.5766722197937201,0.5641609022327139
H2_OLS_log1p_cluster_operator,C(operator)[T.BARRETT RESOURCES CORP],1.942890293094024e-14,3.853984753815202e-13,0.05041250594389833,0.9597936707567896
H2_OLS_log1p_cluster_operator,"C(operator)[T.BAYLESS PRODUCER, LLC* ROBERT L]",-0.9208420002082633,0.37952734316958314,-2.426286318445325,0.015254230357007775
H2_OLS_log1p_cluster_operator,C(operator)[T.BAYSWATER EXPLORATION & PRODUCTION LLC],0.25897997262340944,0.03361073860432589,7.705274664510862,1.3056216743107971e-14
H2_OLS_log1p_cluster_operator,C(operator)[T.BAYSWATER EXPLORATION AND PRODUCTION LLC],-0.21558331942683495,0.06709777959850398,-3.21297248160566,0.0013136887567424592
H2_OLS_log1p_cluster_operator,C(operator)[T.BERRY PETROLEUM COMPANY LLC],-0.4497604869628293,0.3615567457623729,-1.2439554571564453,0.21351595700177806
H2_OLS_log1p_cluster_operator,C(operator)[T.BISON IV OPERATING LLC],0.3275690079407245,0.024114318219871804,13.584004530171036,4.98260212459627e-42
H2_OLS_log1p_cluster_operator,C(operator)[T.BISON OIL & GAS II LLC],0.004496210362922415,0.03515321748208138,0.127903238593004,0.8982255480729668
H2_OLS_log1p_cluster_operator,C(operator)[T.BLACK HILLS PLATEAU PRODUCTION LLC],-1.5898517117846807,0.3624710903899996,-4.386147623729343,1.153758327440896e-05
H2_OLS_log1p_cluster_operator,C(operator)[T.BLUE CHIP OIL INC],1.5989939106561346,0.09525636463770354,16.78621598396833,3.0785846042206785e-63
H2_OLS_log1p_cluster_operator,C(operator)[T.BNN WESTERN LLC],-0.17145724482403837,0.06270637186073179,-2.7342874374048893,0.00625154447439533
H2_OLS_log1p_cluster_operator,C(operator)[T.BONANZA CREEK ENERGY OPERATING COMPANY LLC],-0.3700514764611958,0.04257785700942311,-8.691171948350945,3.587196334409297e-18
H2_OLS_log1p_cluster_operator,C(operator)[T.CAERUS PICEANCE LLC],-0.8560611147105954,0.3639865167294779,-2.3519033682965715,0.01867762638510839
H2_OLS_log1p_cluster_operator,C(operator)[T.CAPTIVA ENERGY PARTNERS LLC],0.3962288853691693,0.06718231862843477,5.897814982549089,3.683466592932656e-09
H2_OLS_log1p_cluster_operator,C(operator)[T.CARRIZO NIOBRARA LLC],0.3247142781091073,0.0671823186284351,4.833329434564515,1.3426832185872517e-06
H2_OLS_log1p_cluster_operator,C(operator)[T.CCRP OPERATING INC],-0.29691829519077934,0.06718231862843456,-4.419589875022715,9.888838973756044e-06
H2_OLS_log1p_cluster_operator,C(operator)[T.CHACO ENERGY COMPANY],3.940981187286921,0.14355530054133256,27.452704096789727,6.44990754878668e-166
H2_OLS_log1p_cluster_operator,C(operator)[T.CHEVRON PIPELINE COMPANY],-0.22769481964831834,0.3795273431695854,-0.5999431233247844,0.5485441415619393
H2_OLS_log1p_cluster_operator,C(operator)[T.CHEVRON PRODUCTION COMPANY],-1.1990491981779534,0.37952734316958703,-3.1593222985311322,0.0015813650412915205
H2_OLS_log1p_cluster_operator,C(operator)[T.CHEVRON USA INC],-0.555439525872887,0.3777116247291056,-1.470538605401006,0.14141593792425278
H2_OLS_log1p_cluster_operator,C(operator)[T.CIVITAS NORTH LLC],-0.013968799251801056,0.04427306229647778,-0.31551463863642354,0.7523709382273335
H2_OLS_log1p_cluster_operator,C(operator)[T.COACHMAN ENERGY OPERATING COMPANY LLC],0.7212288567564018,0.3669670754971784,1.9653775635845765,0.04937055431914921
H2_OLS_log1p_cluster_operator,C(operator)[T.COLORADO OIL & GAS CONSERVATION COMMISSION],-0.6297681883813213,0.19888729178735753,-3.166457659118033,0.0015430780837021201
H2_OLS_log1p_cluster_operator,C(operator)[T.COMPLETE ENERGY SERVICES INC],0.18558007576567437,0.06020997869202833,3.0822146062351083,0.0020546664807426463
H2_OLS_log1p_cluster_operator,C(operator)[T.CONFLUENCE DJ LLC],-0.21988503234250636,0.060209978692030895,-3.6519699411820135,0.00026023635133639146
